Population,Working_Population,School_Attendance,Alcohol,Income_Deprived,Employment_Deprived,Illness,Mortality,Drugs,Depress,lowBW,HospEmer,NoQuals,Crime,No_heating,Glasgow
705,424,76,268,29,27,190,150,571,28,12,161,161,483,1,0
563,363,81,121,10,5,90,72,0,14,0,127,97,125,1,0
661,421,78,39,9,10,95,106,96,19,0,107,77,76,1,0
943,591,77,183,21,20,160,130,91,23,5,153,134,287,1,0
722,456,77,160,15,15,135,107,83,25,0,122,117,194,1,0
729,504,88,98,6,7,60,136,188,14,5,107,71,343,3,0
811,513,86,23,4,5,70,38,37,15,4,78,53,210,2,0
868,524,91,29,1,4,45,57,0,13,0,62,53,92,0,0
530,353,90,59,4,5,45,90,121,16,0,86,68,NA,2,0
509,325,87,26,2,4,50,33,66,18,0,89,68,275,1,0
527,342,88,162,3,3,60,64,0,17,0,82,72,171,2,0
783,459,87,52,3,4,55,99,0,15,5,77,50,90,2,0
1067,739,82,298,13,12,120,189,103,20,3,137,110,150,1,0
816,491,70,194,20,19,160,121,234,25,3,162,155,258,1,0
699,414,70,190,18,14,130,133,46,18,21,128,141,215,1,0
609,378,81,113,18,14,125,93,104,22,9,148,152,132,2,0
893,472,70,140,20,18,140,181,214,32,6,148,170,202,2,0
1046,623,80,203,22,14,160,129,0,23,3,150,145,220,2,0
753,481,88,61,4,3,60,75,89,18,8,72,56,120,0,0
647,430,77,480,25,21,165,80,261,19,6,160,161,1037,2,0
926,650,81,78,10,9,85,98,0,17,8,108,82,65,1,0
884,612,91,32,4,4,60,68,59,13,3,82,32,170,0,0
1127,723,87,88,6,6,65,66,55,15,0,87,51,196,0,0
1069,736,92,17,3,2,45,84,0,13,5,89,44,112,2,0
655,414,90,185,5,8,80,175,430,15,0,100,58,933,1,0
899,474,79,246,26,22,170,109,43,30,0,153,141,223,7,0
933,685,72,318,26,25,200,122,99,23,4,158,136,655,4,0
809,500,72,243,16,18,140,112,78,24,6,121,141,421,4,0
570,405,67,363,28,23,205,157,549,24,10,211,127,545,3,0
755,423,92,181,12,13,120,86,137,20,9,117,109,93,1,0
979,588,83,70,11,13,110,99,33,21,13,97,108,153,2,0
931,615,89,10,3,3,50,65,0,11,0,65,51,118,1,0
529,299,81,94,12,9,115,88,0,18,0,105,161,76,2,0
579,336,82,133,12,13,110,72,110,21,0,111,150,277,2,0
1059,699,89,22,1,1,15,36,0,9,6,78,55,47,0,0
650,465,91,22,9,11,155,52,0,15,0,89,44,62,0,0
894,537,90,55,2,6,60,66,0,14,6,88,68,NA,1,0
542,348,73,320,20,20,150,113,152,23,4,139,140,407,6,0
1057,597,66,244,21,19,175,153,99,25,5,155,159,152,1,0
741,450,88,105,10,13,135,118,44,25,0,138,152,284,2,0
471,300,82,74,12,12,115,55,232,19,0,139,101,234,4,0
492,369,85,18,6,7,85,122,0,21,4,99,83,81,1,0
731,525,76,348,32,32,245,109,247,25,3,162,142,480,2,0
819,590,83,116,10,8,75,198,24,18,5,106,68,404,3,0
956,752,70,238,18,15,150,110,227,19,6,136,115,4044,10,0
545,415,72,215,21,15,140,123,137,19,10,180,85,698,1,0
701,532,74,428,24,21,225,147,102,24,8,155,105,929,6,0
1033,616,83,258,19,19,115,143,190,30,3,125,115,533,1,0
1078,825,67,301,27,21,185,156,119,24,0,159,125,985,7,0
711,548,81,247,21,16,125,115,30,17,2,153,135,1042,4,0
825,637,78,201,14,12,95,113,106,14,7,109,74,473,4,0
1115,647,82,70,8,7,100,89,0,19,3,98,49,260,2,0
814,595,73,528,34,35,255,199,601,27,9,181,143,1427,2,0
828,663,77,182,27,25,215,206,69,22,9,157,132,847,5,0
789,539,82,484,24,23,155,90,284,23,7,142,132,724,2,0
928,643,82,97,9,7,95,140,28,16,9,119,75,302,1,0
914,555,86,32,10,9,130,110,34,17,3,119,95,88,1,0
504,313,91,35,2,4,45,93,68,14,0,92,50,219,0,0
971,597,91,83,4,5,50,42,0,13,0,84,55,41,1,0
959,546,86,29,3,5,65,53,0,14,0,67,62,104,1,0
877,516,94,51,3,3,60,63,48,15,0,76,51,137,1,0
1010,619,92,59,4,6,80,87,0,18,3,100,58,59,1,0
1037,640,92,118,2,3,45,57,0,12,3,82,49,58,0,0
979,652,77,276,25,18,180,112,168,22,2,134,147,481,1,0
732,465,74,288,31,24,195,160,199,25,9,152,169,465,2,0
708,444,76,254,28,25,200,154,246,23,9,174,177,495,2,0
848,533,79,98,18,12,120,171,172,20,9,107,78,496,3,0
872,494,74,274,29,21,165,132,409,21,3,174,169,402,4,0
702,385,82,306,20,13,135,101,0,21,3,139,153,214,2,0
749,494,73,419,32,29,235,117,894,25,11,161,189,201,3,0
517,413,72,402,29,26,220,192,678,24,7,189,141,2247,4,0
761,567,78,308,26,25,195,140,457,23,8,150,146,1356,5,0
505,374,76,448,24,25,190,135,222,23,17,166,147,1487,7,0
772,503,74,285,25,22,195,192,342,24,26,203,170,584,3,0
1009,652,69,148,18,14,125,121,127,20,5,138,151,218,4,0
1202,811,84,114,7,6,85,91,78,12,8,121,88,1383,2,0
464,267,92,70,2,6,65,56,0,16,25,84,98,65,1,0
661,404,94,13,4,4,65,69,103,14,6,79,84,76,0,0
453,289,74,109,25,20,160,59,652,24,3,138,182,840,1,0
1061,670,76,433,19,17,135,205,192,21,4,145,159,708,0,0
757,527,83,376,21,20,180,129,312,19,11,147,133,503,1,0
1114,772,89,43,3,3,50,41,39,12,3,90,64,36,0,0
928,584,68,513,28,25,180,159,304,25,7,138,173,442,4,0
570,392,78,124,26,18,140,144,97,18,9,135,140,264,6,0
808,522,78,249,14,15,145,96,340,18,4,123,139,657,2,0
833,487,88,84,5,5,65,57,0,15,4,83,65,168,2,0
880,533,78,122,13,13,145,104,100,19,4,109,115,193,2,0
985,569,86,116,14,14,130,115,97,23,12,114,116,203,2,0
965,595,81,122,14,10,135,235,29,20,6,134,144,145,1,0
710,419,80,72,21,16,150,110,164,22,7,115,142,127,1,0
688,358,89,55,4,6,70,46,0,15,20,95,67,116,0,0
906,670,88,16,3,4,55,56,0,12,10,67,57,177,1,0
795,555,88,66,6,7,90,86,137,14,4,76,86,202,2,0
775,514,84,91,6,6,80,40,39,14,0,75,94,142,2,0
606,368,82,58,3,5,105,34,0,17,5,87,99,66,1,0
514,332,89,64,2,5,45,62,0,16,0,96,80,117,2,0
572,313,69,369,14,13,115,90,129,18,0,130,109,105,3,0
559,307,80,196,10,14,145,137,63,19,13,123,112,179,1,0
698,437,86,173,14,13,125,98,167,19,8,116,112,660,2,0
1373,1021,86,36,2,1,10,75,0,11,9,89,81,883,1,0
832,562,76,182,15,14,145,102,117,18,2,130,132,590,2,0
719,573,85,59,8,5,80,68,0,10,7,83,51,167,0,0
735,595,80,172,18,20,165,159,78,20,7,122,151,613,7,0
718,400,87,110,14,16,130,114,134,19,5,113,126,181,2,0
637,411,64,214,24,20,175,76,181,24,7,156,144,629,3,0
562,314,80,166,7,5,95,164,65,19,0,126,86,160,2,0
603,384,88,40,5,6,80,75,0,15,7,101,84,50,0,0
547,342,94,10,3,5,65,60,0,11,10,62,49,55,1,0
841,565,91,37,4,4,60,58,0,13,15,75,59,48,0,0
482,305,87,55,3,3,65,77,66,16,10,95,60,NA,0,0
540,397,92,9,2,3,45,89,0,13,13,83,38,NA,0,0
569,424,92,26,1,3,40,70,0,10,0,57,26,NA,0,0
1120,751,90,34,5,5,75,86,51,16,14,91,54,36,0,0
531,389,89,0,3,4,55,73,0,13,13,67,59,113,0,0
697,395,80,195,13,12,135,97,0,25,4,125,98,72,0,0
917,536,88,88,13,12,120,146,0,23,4,134,104,197,1,0
712,437,83,179,11,8,115,109,0,20,13,112,122,183,0,0
653,399,83,61,11,13,145,58,0,19,11,91,114,123,1,0
745,436,78,80,11,11,115,87,0,20,0,128,105,161,1,0
603,369,83,177,8,7,100,80,0,18,13,107,79,50,2,0
749,472,87,50,5,4,70,59,144,17,0,92,75,NA,0,0
765,594,89,6,1,4,50,97,0,14,0,81,56,NA,0,0
643,438,82,41,3,4,70,40,0,15,7,78,52,NA,0,0
859,565,85,23,5,5,65,33,67,13,6,102,74,NA,1,0
913,529,83,75,11,11,120,104,0,20,9,116,95,121,1,0
1014,607,81,128,15,12,120,94,29,19,5,136,103,119,1,0
772,486,76,295,15,11,150,100,0,17,10,156,105,156,1,0
764,430,86,108,14,13,130,100,39,23,5,129,104,157,2,0
854,546,89,76,10,8,95,111,35,16,0,96,76,106,1,0
747,465,89,11,1,3,45,47,0,14,11,85,40,NA,1,0
807,491,91,21,1,4,40,59,0,14,4,66,50,NA,0,0
690,390,93,26,2,4,40,52,169,13,6,96,41,73,0,0
793,532,94,5,2,2,35,58,0,11,4,75,39,NA,1,0
687,448,88,25,3,3,55,79,0,10,7,88,42,146,1,0
524,343,81,754,28,26,220,174,386,22,3,204,154,688,6,0
516,326,74,123,37,26,240,108,202,21,9,185,168,854,7,0
837,482,81,110,24,24,180,101,84,22,14,134,176,275,1,0
614,376,79,206,30,27,185,118,234,28,28,149,170,179,5,0
625,352,86,123,23,16,175,135,0,25,5,124,157,256,1,0
816,455,83,98,18,16,145,74,88,26,12,118,158,258,2,0
701,402,79,129,22,17,180,136,94,24,28,172,155,214,2,0
813,517,75,124,14,12,125,101,67,18,8,116,141,246,2,0
1032,619,81,89,21,17,140,122,112,19,5,127,139,243,2,0
713,418,91,55,7,8,95,86,0,19,10,111,100,56,2,0
626,379,81,227,7,6,90,79,0,18,9,110,111,48,1,0
685,426,89,88,8,7,110,96,43,16,4,102,118,88,3,0
686,459,93,47,4,4,60,84,0,13,4,77,60,58,1,0
926,589,96,30,2,4,60,29,35,11,7,60,43,43,1,0
805,546,94,11,3,3,30,54,40,9,5,67,30,NA,0,0
850,547,96,28,1,2,55,53,0,10,6,89,29,NA,0,0
951,583,96,24,2,1,30,71,0,10,14,73,32,NA,0,0
1103,709,90,66,5,5,50,54,0,11,5,72,32,54,1,0
454,232,95,18,1,2,40,68,0,11,0,60,30,NA,0,0
626,391,90,67,7,7,65,99,0,14,0,105,76,112,0,0
793,455,98,6,3,3,40,50,0,9,0,66,21,88,0,0
580,383,82,94,13,9,105,88,92,16,5,111,105,190,3,0
583,385,84,130,22,18,160,143,0,15,0,143,113,223,1,0
786,450,84,69,12,11,105,83,0,16,0,102,105,191,1,0
594,338,91,8,4,4,40,15,0,10,0,57,31,51,0,0
779,474,91,107,3,3,40,91,0,10,9,75,22,39,0,0
618,354,89,64,2,3,45,32,53,10,0,70,41,49,1,0
1023,685,90,14,5,8,60,47,0,13,7,51,56,49,3,0
748,420,90,39,6,5,60,83,0,17,0,72,51,NA,1,0
813,476,92,67,3,2,25,54,46,13,6,66,26,62,1,0
795,482,89,23,5,3,45,111,44,14,6,87,29,101,3,0
792,511,90,79,7,3,35,57,0,13,4,85,59,NA,3,0
865,525,91,5,5,5,50,87,0,17,12,83,50,93,4,0
705,444,94,43,2,1,20,74,0,10,5,118,48,128,3,0
990,594,85,144,12,12,70,93,65,17,2,143,111,254,3,0
680,441,87,126,15,9,80,127,172,14,9,151,95,133,1,0
846,521,88,116,9,10,90,108,145,16,12,150,97,273,3,0
899,540,90,43,5,4,45,77,34,14,3,108,62,45,3,0
911,457,86,96,8,5,65,84,0,14,4,104,47,298,1,0
1028,623,92,30,3,2,25,76,0,11,2,106,38,29,0,0
903,528,92,134,6,6,50,55,78,16,0,118,105,78,2,0
751,415,95,13,2,2,25,65,0,10,0,79,35,40,0,0
688,344,94,62,1,2,25,46,0,11,0,90,31,88,1,0
887,492,88,90,6,6,60,92,40,16,0,124,79,147,1,0
919,553,91,6,2,1,10,30,0,10,0,80,25,NA,1,0
901,569,84,20,8,9,70,77,38,13,0,94,42,145,5,0
711,443,83,44,10,11,90,49,0,17,5,112,115,71,3,0
460,262,94,70,8,7,50,81,0,15,0,94,63,NA,2,0
775,462,82,69,11,9,80,59,127,18,5,104,129,NA,1,0
1135,643,87,97,8,7,75,92,84,16,0,113,70,88,1,0
694,397,92,96,4,4,55,83,49,15,0,99,46,58,1,0
645,421,91,21,4,3,35,59,0,11,8,107,52,78,3,0
994,534,91,28,6,5,50,80,146,16,10,97,80,61,1,0
772,460,89,32,9,9,75,96,40,15,4,130,105,143,4,0
1276,817,87,59,4,3,40,41,51,13,13,95,56,102,6,0
713,437,85,32,6,6,55,59,0,16,0,102,52,70,5,0
796,465,91,17,8,6,55,41,43,16,0,94,50,38,1,0
888,595,89,145,11,9,80,106,198,20,0,133,81,124,2,0
806,619,79,144,15,13,105,115,28,18,8,133,99,1097,5,0
966,623,84,143,11,12,90,125,149,21,0,123,81,426,2,0
1059,740,78,192,9,9,75,88,71,20,4,134,95,256,2,0
680,437,80,238,15,13,95,140,0,25,4,164,104,1123,3,0
725,504,76,140,14,14,105,94,105,22,8,145,95,180,3,0
935,618,86,151,14,14,90,82,253,23,6,126,115,75,1,0
671,460,77,223,11,7,70,122,216,19,3,172,88,225,4,0
1111,700,93,50,6,4,55,101,68,13,9,95,71,136,1,0
869,544,85,77,10,10,75,98,116,18,3,132,65,150,0,0
755,465,77,147,15,16,115,102,475,23,0,141,126,798,3,0
529,294,95,103,5,7,60,85,79,18,8,101,72,285,1,0
1003,644,73,156,15,15,100,127,234,22,7,149,126,240,2,0
885,556,64,204,29,26,155,126,284,25,16,193,157,624,2,0
788,485,75,170,23,21,125,106,207,22,7,157,179,688,2,0
848,462,92,31,8,6,55,53,50,16,0,81,50,NA,0,0
600,345,83,34,9,8,75,76,0,21,0,102,68,167,2,0
1085,669,93,124,4,4,35,54,0,13,6,104,42,NA,1,0
772,364,91,47,4,3,50,102,0,16,8,95,44,52,1,0
480,269,89,40,9,8,75,76,73,20,9,99,58,NA,0,0
813,532,82,85,9,10,105,71,114,23,4,134,92,334,1,0
780,524,85,103,10,8,100,165,32,18,3,119,71,155,0,0
924,548,91,61,3,3,20,86,31,13,2,119,50,54,1,0
622,374,91,44,6,6,70,97,0,12,6,100,39,129,3,0
849,481,88,61,5,5,50,85,85,15,0,110,56,142,2,0
633,404,91,49,4,4,35,47,0,16,0,128,56,NA,4,0
629,395,76,69,11,11,90,118,50,26,4,95,115,176,3,0
940,597,89,37,5,5,45,67,36,16,4,95,68,NA,5,0
567,386,89,22,11,14,110,69,276,13,0,104,62,53,6,0
964,575,87,14,3,5,40,47,0,13,0,80,61,52,3,0
985,570,87,31,6,5,55,60,72,15,3,96,86,41,3,0
692,390,81,13,9,11,90,86,111,17,0,100,84,305,1,0
575,299,79,77,13,10,90,107,0,21,5,116,104,297,0,0
604,389,81,35,15,12,100,108,0,24,7,109,117,150,1,0
851,511,85,22,5,3,45,56,0,18,0,81,114,NA,0,0
573,332,84,133,10,6,80,85,61,16,0,108,83,88,1,0
859,506,82,61,10,6,65,78,159,16,0,99,76,199,5,0
549,314,86,65,10,9,90,75,0,18,0,78,72,110,3,0
980,585,82,56,10,7,80,64,77,15,12,94,80,154,4,0
747,478,84,22,10,8,80,73,45,19,7,88,83,134,2,0
864,481,85,73,14,14,95,80,39,21,9,93,144,58,0,0
719,385,92,119,16,16,95,105,107,25,0,86,115,824,2,0
611,325,70,158,22,15,130,114,0,23,4,119,147,181,2,0
559,332,80,36,5,4,45,74,0,14,0,86,74,108,0,0
787,500,74,193,14,12,125,99,38,21,4,117,129,166,1,0
704,435,78,48,7,8,70,59,0,15,10,93,68,71,8,0
587,361,78,31,13,10,95,116,0,22,0,135,163,103,4,0
839,481,83,93,9,7,65,79,0,17,5,112,91,132,3,0
979,566,84,22,6,6,55,78,35,10,7,90,63,41,5,0
841,505,82,10,6,7,50,67,0,11,7,76,61,119,4,0
785,467,83,51,9,10,80,108,0,14,0,82,92,NA,6,0
565,257,79,15,6,8,65,69,0,18,0,90,106,178,1,0
497,296,73,241,17,16,115,101,66,25,11,143,98,303,2,0
805,429,85,24,11,9,70,71,0,15,0,108,116,87,1,0
618,314,87,42,11,11,65,72,152,19,11,79,67,49,2,0
857,492,89,42,8,8,55,74,43,17,7,87,76,35,4,0
586,319,80,45,8,9,55,78,131,17,0,90,83,86,2,0
675,409,91,22,3,3,35,65,0,13,0,80,76,NA,0,0
975,593,90,22,10,5,65,76,0,17,0,92,53,93,4,0
1022,570,88,30,6,6,55,58,36,15,0,86,71,98,4,0
872,444,86,128,11,10,60,84,0,20,4,76,130,138,1,0
978,612,88,78,7,6,45,83,0,20,0,91,107,72,0,0
614,310,83,40,7,7,55,73,61,17,0,97,139,131,0,0
832,499,81,61,16,17,85,84,82,24,15,105,134,278,1,0
681,383,84,87,13,12,80,100,47,26,0,93,96,265,3,0
542,321,83,393,9,9,80,73,569,19,8,109,75,315,1,0
1041,545,81,68,7,7,55,60,0,18,7,77,90,77,0,0
962,606,91,22,4,4,40,63,0,13,0,91,58,42,4,0
1005,568,91,28,6,5,50,132,0,19,0,81,69,30,4,0
988,591,89,34,5,5,45,51,259,16,5,87,63,NA,3,0
642,415,83,148,14,14,105,75,0,20,7,134,101,250,3,0
705,442,83,62,9,10,80,74,0,18,14,99,87,57,2,0
828,463,83,32,6,5,55,105,0,17,0,83,54,36,3,0
784,446,85,25,8,6,65,96,43,15,3,104,95,51,1,0
682,361,93,48,6,6,55,79,0,15,18,96,55,295,1,0
861,505,86,72,14,10,75,95,38,18,3,100,147,198,1,0
785,450,79,68,13,9,60,78,0,16,4,114,93,333,0,0
861,527,78,41,12,8,90,99,0,20,5,102,122,117,1,0
729,448,88,30,10,6,70,114,47,21,0,94,92,179,1,0
725,447,81,128,19,16,100,91,42,23,3,92,115,346,1,0
784,437,85,28,12,11,90,70,0,22,7,38,115,141,2,0
927,596,86,22,12,8,80,71,37,16,0,78,71,152,6,0
625,337,84,21,9,6,55,58,0,16,6,90,86,NA,2,0
869,504,86,33,5,3,55,119,52,18,0,96,59,81,2,0
757,435,86,81,7,5,70,99,0,16,6,105,75,40,3,0
760,439,66,207,23,19,145,96,126,23,6,194,184,489,0,0
748,440,71,227,27,19,155,149,41,24,4,192,175,537,2,0
637,381,69,108,23,19,140,80,151,22,15,175,180,300,0,0
847,506,71,112,27,18,185,160,34,20,7,159,205,486,0,0
917,581,85,202,19,23,135,134,220,22,4,158,127,460,4,0
647,397,86,89,15,16,110,87,46,24,10,122,134,574,5,0
873,524,93,77,5,7,50,80,0,18,0,98,88,127,1,0
764,456,76,123,16,15,100,95,0,27,8,121,132,618,4,0
917,530,88,68,9,7,65,88,80,18,4,112,114,164,0,0
601,304,93,22,6,7,60,94,0,21,0,97,86,117,0,0
855,477,93,49,5,7,55,73,0,16,9,97,112,153,2,0
979,560,88,138,12,10,90,83,103,21,6,116,143,185,1,0
933,532,82,150,16,17,125,140,133,26,10,121,125,334,3,0
727,431,80,158,20,19,125,93,236,26,0,126,151,414,3,0
964,583,95,74,12,14,90,75,34,17,6,107,139,198,1,0
927,581,81,92,9,8,85,87,101,20,9,132,133,119,0,0
907,556,89,128,14,14,90,89,65,20,0,125,141,199,0,0
988,588,94,57,5,3,50,52,72,14,0,92,54,NA,1,0
696,402,93,26,5,4,30,177,0,13,0,92,53,231,2,0
572,366,87,21,4,6,45,52,0,13,0,87,72,53,4,0
525,286,94,35,8,5,65,64,0,13,0,108,48,96,2,0
877,548,86,85,12,12,85,80,134,21,4,137,101,241,4,0
809,423,86,163,15,12,90,86,43,21,5,124,133,372,1,0
933,555,92,41,5,5,50,56,0,16,0,91,62,43,1,0
816,448,89,77,8,9,70,94,228,22,0,120,91,98,2,0
482,288,91,55,7,9,70,96,0,22,0,109,80,292,3,0
666,441,88,65,9,7,50,72,131,15,4,128,75,226,2,0
1003,577,83,181,21,17,115,140,244,21,11,169,135,361,3,0
921,564,86,118,4,4,55,85,34,11,3,81,51,76,3,0
711,441,93,32,4,5,45,127,0,11,0,81,49,NA,6,0
963,601,90,63,3,5,60,71,0,11,5,80,78,31,3,0
780,497,89,67,5,4,60,106,38,11,0,94,49,90,2,0
1103,673,88,91,3,4,65,75,25,12,3,100,39,NA,2,0
808,501,87,99,8,5,55,76,67,11,7,99,62,137,3,0
877,555,84,94,5,6,55,115,34,13,6,106,60,252,4,0
660,397,85,210,12,12,80,102,143,19,2,115,77,228,1,0
607,379,84,170,4,4,60,78,142,14,10,106,80,248,1,0
631,402,90,283,8,6,55,72,178,15,9,107,77,478,2,0
822,480,84,98,5,8,55,74,39,13,9,100,67,135,3,0
818,571,85,221,7,6,80,124,296,19,0,108,66,1143,4,0
633,397,84,280,9,7,75,77,135,16,4,116,89,175,5,0
564,406,76,248,9,9,100,122,368,13,14,151,118,410,1,0
734,469,90,220,9,11,100,96,293,17,4,141,118,616,3,0
577,388,92,39,3,2,45,123,0,12,0,91,65,279,3,0
1014,671,85,59,6,3,40,101,0,17,0,85,73,50,4,0
958,618,87,130,6,6,65,104,55,15,0,93,88,241,3,0
775,498,90,50,1,2,35,85,0,11,0,70,49,NA,2,0
645,394,88,38,4,4,60,41,0,12,0,67,64,NA,5,0
849,533,87,64,5,4,50,95,33,13,5,89,69,NA,3,0
669,415,93,15,2,4,40,84,48,12,4,69,60,NA,5,0
727,420,89,80,5,5,60,91,0,13,7,70,61,NA,6,0
1083,725,81,74,4,5,55,122,25,15,3,100,73,84,3,0
867,617,80,92,7,7,70,73,0,17,3,88,78,116,3,0
652,413,89,95,6,5,65,74,0,16,7,122,93,NA,6,0
972,547,91,64,8,6,70,101,35,18,4,78,73,NA,6,0
659,341,85,45,9,8,60,102,0,15,0,74,74,NA,8,0
608,345,85,34,4,2,25,70,0,12,3,47,105,NA,1,0
543,310,82,85,5,2,35,77,0,16,0,47,113,74,2,0
585,312,81,23,17,16,135,88,0,19,0,115,97,103,2,0
774,461,76,54,12,6,75,95,46,13,5,80,107,78,4,0
853,465,80,38,13,8,90,114,0,15,13,93,103,118,6,0
814,494,82,63,15,13,120,89,84,18,5,110,138,209,1,0
728,420,75,43,12,14,115,106,44,19,0,103,111,441,1,0
874,530,81,89,10,10,95,73,43,16,0,118,99,264,2,0
768,485,89,28,7,7,75,85,44,18,14,108,80,65,1,0
918,540,73,143,16,12,120,102,67,20,3,147,137,164,0,0
589,324,77,190,34,25,205,144,478,29,16,159,164,221,0,0
459,270,77,160,35,26,195,72,448,32,8,129,143,437,1,0
650,407,69,278,24,20,165,90,48,25,5,115,159,247,1,0
664,377,77,96,15,11,115,101,0,24,0,110,133,166,0,0
544,290,72,117,17,17,140,95,0,26,16,124,90,147,2,0
581,350,74,125,11,9,100,74,58,19,5,92,107,345,2,0
917,514,81,59,12,11,110,119,0,18,0,131,100,394,1,0
652,355,83,190,16,17,140,108,236,24,6,135,105,154,1,0
496,311,74,119,20,15,145,88,0,24,18,118,129,283,3,0
732,472,86,157,17,12,120,100,150,19,0,148,152,274,0,0
631,418,84,167,20,21,160,145,44,24,7,173,163,365,1,0
725,449,82,349,25,23,165,105,327,23,8,137,171,304,0,0
724,452,84,120,12,12,115,107,262,21,7,135,151,249,0,0
744,472,88,72,14,10,110,56,40,18,3,117,139,54,0,0
746,435,87,78,18,17,110,142,43,23,7,144,111,457,2,0
499,303,91,25,4,7,50,62,72,15,11,81,67,161,0,0
853,520,89,64,7,6,70,59,0,14,15,86,84,106,0,0
1161,731,84,44,11,8,90,83,0,13,5,97,74,492,1,0
747,469,86,24,9,6,85,75,40,16,4,84,74,67,1,0
800,495,85,48,11,17,125,136,40,14,6,104,83,526,0,0
558,340,86,9,3,1,10,80,0,10,0,100,54,NA,0,0
491,303,80,111,19,14,155,124,188,24,6,138,94,163,0,0
821,503,83,49,3,4,70,80,0,19,6,98,78,85,1,0
913,582,86,30,6,6,80,71,31,17,0,97,64,44,1,0
582,384,78,105,6,9,100,148,92,17,8,136,103,103,1,0
917,585,81,19,6,5,65,69,0,14,0,95,68,241,3,0
935,416,86,15,3,5,50,91,0,16,0,77,36,193,0,0
599,334,88,87,4,5,70,83,0,18,8,84,51,50,0,0
839,459,93,11,2,2,40,97,0,15,6,80,26,72,0,0
645,335,91,176,3,2,40,64,0,14,0,88,35,93,1,0
630,324,93,29,1,2,25,65,0,10,0,72,39,64,0,0
791,399,91,29,4,2,55,113,0,14,9,73,21,NA,0,0
812,384,86,15,2,4,45,44,0,14,5,75,28,86,0,0
800,436,90,17,2,2,30,54,0,11,5,68,19,125,0,0
736,464,88,45,4,3,45,96,0,14,3,92,61,82,0,0
525,290,85,66,2,3,40,75,0,17,0,91,54,NA,0,0
533,336,81,86,13,13,110,123,0,19,0,132,120,169,0,0
713,464,76,231,19,18,140,107,165,26,3,169,128,211,1,0
575,378,73,201,21,19,150,133,289,28,3,169,148,436,0,0
585,395,65,92,25,22,155,85,93,25,5,163,145,446,0,0
656,406,72,134,14,10,110,63,46,19,0,126,149,61,0,0
769,468,82,83,8,8,75,80,172,18,4,117,93,183,0,0
678,402,77,61,15,12,95,82,0,21,0,105,118,148,1,0
768,464,83,39,13,7,90,98,0,20,5,134,91,131,0,0
758,402,92,91,3,3,60,67,0,19,0,104,26,66,1,0
944,567,78,150,15,17,120,110,138,20,6,143,98,361,0,0
855,465,87,26,4,2,50,68,0,16,11,77,25,129,1,0
713,350,93,6,3,4,40,60,0,15,0,75,42,56,1,0
562,348,92,8,4,6,50,62,0,19,0,90,51,71,0,0
688,391,87,99,16,13,125,98,0,20,0,133,86,131,0,0
641,347,86,63,4,7,70,74,57,17,0,78,61,63,0,0
957,571,78,59,11,11,100,80,0,20,0,114,119,147,1,0
684,418,91,84,2,2,45,76,48,15,6,92,40,NA,0,0
865,546,76,83,12,9,120,104,70,20,8,120,99,232,0,0
631,428,87,41,5,3,60,37,0,16,0,83,58,NA,0,0
580,406,57,87,18,15,130,136,0,22,5,116,86,311,0,0
767,544,85,455,18,22,135,106,174,26,0,155,86,2797,3,0
793,398,71,335,12,14,90,83,708,25,8,130,74,822,2,0
891,571,74,366,24,23,165,114,565,28,5,155,120,2115,4,0
832,457,90,64,7,8,85,124,126,16,0,92,37,217,1,0
858,435,90,61,6,5,70,127,48,19,0,89,34,105,1,0
676,253,85,96,8,6,75,126,0,22,0,114,34,74,2,0
620,398,76,151,15,13,105,91,95,20,3,123,117,372,3,0
865,533,78,198,12,15,130,100,37,24,2,120,106,174,2,0
974,707,58,454,44,37,230,107,1026,27,10,210,171,1307,1,0
967,683,57,298,30,26,195,148,306,26,13,177,166,1192,2,0
459,326,66,619,44,41,240,175,800,25,7,191,170,1769,1,0
724,508,52,338,38,37,225,123,877,30,6,166,187,2049,1,0
634,326,89,349,26,26,155,105,73,26,0,141,114,553,1,0
972,655,76,127,10,8,105,82,125,21,3,129,156,144,1,0
979,624,71,110,22,18,145,94,124,21,6,119,147,297,0,0
769,480,67,101,28,23,175,129,42,23,14,185,187,261,1,0
495,337,55,162,26,27,195,143,122,29,8,184,196,567,0,0
855,533,67,79,32,28,210,175,303,28,5,164,233,352,0,0
850,486,67,135,22,17,145,159,0,27,0,143,192,201,0,0
371,227,67,218,22,23,140,97,483,25,3,169,183,622,1,0
577,371,65,237,42,32,255,161,248,25,5,209,265,608,1,0
804,539,63,574,44,34,225,150,368,26,13,215,205,823,0,0
607,367,67,131,27,24,170,126,335,26,13,175,210,611,0,0
650,415,62,130,26,18,135,119,94,18,3,129,171,386,2,0
1102,713,73,226,21,21,155,107,167,23,11,152,149,628,1,0
461,277,82,124,10,10,95,111,155,22,6,106,85,370,0,0
943,587,79,114,14,15,110,119,97,24,3,126,119,181,1,0
771,516,82,127,15,14,120,106,140,20,3,133,119,169,0,0
555,345,85,42,8,9,95,63,0,20,0,94,82,90,1,0
972,616,87,51,6,6,75,47,0,17,3,97,102,103,1,0
618,402,78,43,9,10,90,93,97,22,10,124,104,308,0,0
665,397,80,77,20,18,105,59,278,21,10,96,121,226,1,0
557,359,89,17,4,4,55,56,57,14,0,69,52,216,1,0
