Population,Working_Population,School_Attendance,Alcohol,Income_Deprived,Employment_Deprived,Illness,Mortality,Drugs,Depress,lowBW,HospEmer,NoQuals,Crime,No_heating,Glasgow
763,490,81,141,20,22,150,92,474,23,0,120,150,367,1,0
838,525,78,174,18,19,150,144,226,23,0,127,97,561,1,0
789,486,71,71,17,13,115,78,65,22,2,116,156,203,1,0
636,481,64,34,13,12,120,117,285,17,0,105,123,362,0,0
1562,1182,77,100,12,8,105,102,355,13,5,131,179,820,2,0
609,379,81,128,16,14,125,99,469,21,0,111,125,526,4,0
615,393,78,279,18,17,125,97,331,21,6,142,121,716,1,0
828,530,84,47,9,7,85,64,184,18,9,84,97,495,3,0
986,611,80,32,7,3,40,70,0,13,4,79,82,355,1,0
844,510,87,127,12,12,110,91,0,20,0,110,88,1257,1,0
814,644,88,43,4,3,50,95,22,12,3,61,43,504,2,0
795,566,80,13,10,9,95,92,87,15,5,84,91,176,2,0
613,408,74,131,14,13,110,82,190,23,4,103,110,131,3,0
924,696,70,110,12,9,75,96,65,14,0,71,68,217,6,0
953,749,79,127,9,7,65,128,42,13,5,90,82,273,5,0
1219,1008,76,72,14,11,140,198,97,12,3,95,103,213,4,0
970,686,82,62,12,11,105,119,209,18,7,107,78,639,3,0
918,721,60,197,14,17,135,153,150,15,0,96,99,523,11,0
952,867,71,77,9,10,100,107,124,13,3,78,75,399,11,0
967,875,77,155,6,7,65,96,15,12,5,82,51,155,20,0
839,741,91,182,7,8,65,61,120,13,4,66,63,274,20,0
808,700,81,127,13,15,140,119,166,19,4,77,75,532,10,0
999,890,89,90,8,9,100,84,64,13,2,63,54,220,10,0
462,395,75,365,21,21,195,248,667,16,9,141,128,260,2,0
636,559,83,61,5,4,40,90,0,8,0,41,31,47,2,0
678,618,81,62,2,2,20,37,0,6,5,34,36,177,7,0
860,721,85,28,4,2,30,71,19,9,5,41,25,209,5,0
1114,816,96,28,3,3,25,60,36,9,0,50,26,54,4,0
746,542,93,86,2,3,40,76,0,12,6,64,22,54,3,0
934,551,95,57,3,3,50,115,0,16,3,70,16,107,4,0
819,645,92,50,6,4,40,97,79,13,2,57,27,330,3,0
859,535,95,6,1,2,40,69,36,11,4,48,16,175,1,0
909,530,94,21,2,2,40,63,0,11,0,54,25,165,1,0
923,582,95,20,2,2,30,55,0,12,0,56,31,444,1,0
907,528,98,31,1,1,30,64,78,10,0,55,21,254,1,0
516,305,90,9,1,1,30,31,0,12,0,47,13,291,0,0
770,428,96,13,2,1,45,94,0,13,0,74,30,260,1,0
950,515,97,64,3,5,55,107,183,16,7,70,17,232,1,0
793,527,94,39,1,1,20,49,0,9,5,52,14,88,2,0
927,733,90,126,7,8,70,83,40,13,5,66,37,108,10,0
873,621,88,59,5,2,45,76,0,13,6,59,17,126,2,0
952,645,94,43,2,3,20,24,30,10,3,49,13,368,2,0
837,522,97,12,1,3,30,52,0,11,4,54,12,287,2,0
1101,627,94,17,1,2,20,69,0,10,0,56,13,309,0,0
907,548,97,5,1,2,25,95,0,9,0,49,17,210,0,0
493,299,95,9,2,1,25,50,0,11,0,49,3,223,0,0
995,608,92,37,1,2,20,45,58,9,0,44,10,40,1,0
887,622,75,190,24,21,155,97,335,21,6,105,126,993,4,0
841,494,73,148,16,10,110,91,40,17,6,114,95,369,2,0
876,554,85,96,13,10,85,96,94,19,0,92,88,560,3,0
753,513,85,116,8,5,50,79,36,14,3,74,59,306,2,0
738,463,90,60,7,8,70,83,127,13,7,80,72,176,2,0
724,490,91,33,9,9,85,84,0,17,4,95,65,111,5,0
726,463,82,221,27,25,160,141,616,23,8,107,130,813,4,0
763,475,81,157,18,17,120,100,181,20,0,110,138,406,3,0
465,265,86,102,16,13,100,58,0,14,0,93,112,323,3,0
465,338,81,49,4,4,65,115,0,12,5,107,79,387,0,0
735,498,87,28,1,1,30,41,0,10,2,50,29,150,0,0
714,446,99,38,2,4,55,40,51,13,0,57,29,224,0,0
574,308,93,25,1,4,40,53,117,13,0,58,34,261,1,0
638,351,95,21,0,1,20,54,0,12,0,55,20,172,1,0
566,302,97,8,1,1,30,40,77,14,0,57,17,88,2,0
817,505,92,38,2,2,25,69,0,13,5,50,12,196,2,0
881,514,91,10,1,3,30,78,0,12,4,55,21,204,1,0
875,505,96,86,1,1,20,55,0,11,3,53,19,114,1,0
1078,658,94,25,2,3,30,77,66,10,3,61,29,121,1,0
752,469,96,52,2,1,25,43,0,10,0,53,33,40,1,0
642,451,95,7,1,1,15,74,0,7,0,46,11,62,2,0
889,544,93,5,1,1,20,54,0,11,0,56,23,90,0,0
788,460,98,37,0,1,20,49,0,13,0,52,17,241,0,0
1027,737,80,43,5,4,55,58,0,13,0,88,68,127,1,0
858,600,85,6,8,6,70,67,0,14,0,102,88,175,1,0
925,617,86,33,9,8,80,78,93,16,0,88,82,346,2,0
789,536,93,17,3,3,35,60,0,12,6,69,51,216,2,0
935,600,86,37,7,5,60,65,67,15,0,79,52,203,2,0
877,542,80,26,3,5,45,54,0,15,0,70,47,228,1,0
531,320,74,58,13,12,105,113,65,18,7,104,84,1074,1,0
1071,675,70,177,27,20,165,148,112,18,3,137,190,458,1,0
1041,691,70,261,26,21,175,128,170,17,8,137,169,423,2,0
778,474,67,149,26,24,170,111,332,18,6,134,137,540,2,0
1230,754,68,232,23,17,145,150,264,16,5,155,168,773,3,0
884,535,68,206,20,16,150,110,216,20,10,131,124,747,4,0
717,422,71,126,14,13,140,99,134,19,7,121,164,377,3,0
651,399,62,182,20,17,145,95,124,19,6,113,152,307,2,0
705,442,68,144,13,9,100,102,347,16,3,101,134,341,2,0
879,507,77,239,23,24,185,126,232,20,3,174,144,376,1,0
842,547,73,157,22,17,135,113,136,21,5,146,139,487,2,0
622,383,70,54,11,13,125,87,47,23,12,139,121,241,3,0
896,543,66,144,23,20,160,125,345,23,5,131,142,648,1,0
1079,673,60,326,16,13,135,157,187,20,2,121,158,501,1,0
759,491,68,47,16,13,140,114,165,20,5,111,124,409,0,0
808,545,74,45,9,7,75,79,0,15,7,86,85,458,2,0
706,517,59,258,39,39,260,95,572,25,6,144,194,1120,2,0
963,618,65,149,29,24,175,143,522,22,2,135,182,675,2,0
668,387,69,90,15,14,120,84,202,18,0,111,99,944,0,0
898,510,78,28,11,12,115,186,0,21,7,85,126,145,1,0
896,562,86,63,7,4,65,136,0,17,4,78,74,301,0,0
738,528,84,13,4,3,60,411,35,11,0,89,47,271,1,0
801,534,89,24,1,2,35,79,0,11,0,51,47,325,0,0
837,515,91,73,5,7,60,44,146,14,4,64,50,203,2,0
889,485,86,89,9,6,80,176,0,21,4,88,44,281,0,0
824,459,94,54,3,2,50,113,0,18,0,58,16,231,1,0
749,384,89,25,5,7,75,167,0,20,0,66,46,281,2,0
565,366,85,17,8,5,75,71,0,12,0,79,60,142,3,0
843,560,80,207,22,19,150,106,159,23,3,124,129,166,3,0
1018,686,68,161,18,16,120,131,416,18,2,112,132,413,2,0
698,420,86,145,15,11,115,72,163,18,3,108,82,430,1,0
850,538,72,90,15,11,100,85,0,14,3,102,87,165,2,0
596,395,68,61,20,14,115,115,383,16,7,103,106,285,2,0
836,507,77,106,15,12,125,117,113,18,3,127,138,299,3,0
1006,677,89,31,6,2,65,137,0,14,0,77,40,487,1,0
845,523,94,19,2,3,35,74,0,10,5,66,21,189,1,0
398,220,95,101,6,3,65,68,0,13,0,66,55,327,0,0
805,473,93,21,3,3,50,66,0,10,0,63,26,99,1,0
863,610,92,175,4,5,50,56,247,11,0,65,43,151,1,0
833,576,84,64,8,8,80,98,30,13,0,87,54,637,2,0
766,434,98,12,1,2,30,50,0,13,0,62,20,483,1,0
1135,692,94,91,3,3,45,47,162,13,2,69,24,247,2,0
901,540,84,162,22,19,150,154,230,25,3,120,119,300,1,0
862,594,83,148,17,13,120,121,624,18,8,111,123,197,1,0
853,513,91,43,4,3,50,62,41,15,0,65,49,270,1,0
774,565,80,87,6,5,65,68,32,12,4,58,41,155,2,0
888,641,79,104,3,4,25,50,55,11,3,53,19,349,1,0
1025,633,90,89,6,5,40,90,105,10,0,52,29,234,4,0
2269,2137,89,69,1,1,45,66,109,8,0,51,53,141,2,0
689,588,83,79,2,2,20,84,57,7,3,66,30,319,3,0
1049,930,85,61,9,7,100,127,55,14,0,61,47,134,7,0
980,779,85,33,3,4,40,83,92,9,7,42,24,255,2,0
774,630,96,0,3,2,25,67,29,8,6,43,20,207,5,0
773,480,98,13,2,3,35,50,38,11,0,64,9,298,1,0
634,328,96,22,4,2,35,54,0,12,0,67,6,221,0,0
731,414,96,7,3,2,45,126,0,13,9,53,12,246,1,0
1032,510,93,22,5,3,50,134,77,17,0,57,13,204,2,0
818,495,95,7,3,2,40,70,0,10,5,82,8,257,2,0
1352,1168,95,13,2,2,30,67,17,9,4,35,23,155,7,0
739,631,89,169,8,6,65,98,26,11,3,64,28,122,4,0
768,541,90,55,3,3,35,85,64,13,12,50,26,261,3,0
683,578,93,41,3,4,60,71,61,12,0,72,28,190,4,0
888,716,93,86,2,3,35,99,27,11,11,64,17,101,4,0
647,557,85,18,1,1,15,101,0,7,0,39,15,77,3,0
779,655,90,15,1,0,25,68,0,8,0,50,9,141,1,0
714,619,87,26,1,1,15,21,62,8,0,38,13,70,2,0
522,443,91,23,3,2,30,100,0,8,0,53,21,NA,2,0
799,684,87,23,1,1,20,74,26,10,6,34,19,75,2,0
776,667,96,24,1,1,15,66,59,8,0,33,7,52,3,0
521,422,95,10,1,1,25,45,0,10,0,50,7,NA,3,0
942,702,95,12,1,1,10,33,27,9,0,49,27,138,1,0
819,385,97,24,5,3,50,106,0,12,0,53,26,232,1,0
570,340,99,114,3,4,40,84,0,12,0,44,11,474,1,0
913,601,94,27,2,3,20,59,56,9,0,40,11,197,1,0
793,450,94,47,0,1,35,114,42,13,0,47,5,315,1,0
693,474,96,23,4,4,60,102,33,12,0,64,21,217,2,0
592,397,98,17,5,5,50,93,0,12,0,55,23,152,3,0
595,451,96,64,2,2,35,61,66,11,5,49,18,252,4,0
863,707,93,52,5,6,55,89,106,11,6,55,21,162,6,0
915,717,89,124,7,12,105,161,21,10,5,95,110,590,5,0
1015,559,93,67,4,5,55,63,36,14,0,68,24,256,2,0
733,513,95,83,2,2,35,67,0,9,10,55,10,123,3,0
826,598,90,6,3,3,35,100,0,12,3,47,14,315,1,0
837,569,96,6,2,1,40,74,33,11,0,58,17,574,2,0
733,491,92,21,3,2,45,67,0,12,2,56,24,109,3,0
876,591,92,45,9,3,75,109,0,15,3,81,36,57,2,0
925,753,91,149,5,5,50,72,201,12,7,60,26,173,5,0
829,698,92,27,2,2,25,39,0,11,4,46,15,145,2,0
886,785,100,26,1,1,15,66,0,9,2,41,15,102,3,0
933,736,94,28,2,2,20,44,21,9,0,50,11,107,3,0
704,537,95,21,4,3,35,62,0,9,0,39,23,71,4,0
734,576,92,35,8,5,75,59,0,12,9,63,22,150,5,0
802,636,88,7,5,2,25,71,0,8,0,57,31,62,2,0
891,710,91,65,4,3,45,54,65,10,6,48,35,101,8,0
611,526,90,70,5,4,35,37,0,12,6,48,25,147,8,0
554,461,86,95,6,7,50,112,123,12,12,66,67,163,6,0
939,806,88,84,8,7,80,163,34,18,11,65,41,128,10,0
756,682,86,53,7,8,90,102,103,16,2,66,47,384,11,0
1268,1205,70,150,7,7,85,100,200,13,8,75,74,418,10,0
552,481,94,134,15,17,140,101,172,20,6,69,86,761,11,0
765,655,75,95,14,10,130,102,93,15,4,81,94,405,9,0
958,873,88,86,9,12,115,130,63,16,2,72,56,282,10,0
801,695,76,69,8,8,115,119,20,12,13,66,52,525,6,0
652,570,74,121,17,18,165,133,262,19,5,107,95,199,10,0
780,658,75,54,10,11,115,109,122,15,0,78,59,257,6,0
1370,1218,86,113,10,10,120,85,145,14,0,81,79,190,8,0
672,579,81,187,10,9,105,77,183,16,3,94,74,625,5,0
925,834,73,70,3,3,40,68,38,10,0,60,37,1947,3,0
1058,932,77,79,8,7,90,77,81,13,8,64,60,463,10,0
577,525,84,72,8,9,95,199,94,15,0,69,71,520,6,0
895,788,86,203,11,10,115,85,379,15,5,99,71,1140,9,0
719,641,69,65,7,7,80,102,76,14,0,60,41,334,9,0
1279,1136,75,102,8,7,90,75,126,12,2,63,52,415,8,0
1048,940,86,18,2,2,35,118,21,9,0,43,15,115,5,0
1000,866,79,43,5,4,55,49,121,12,3,51,19,400,3,0
651,591,88,18,4,4,40,75,59,9,0,45,32,215,10,0
532,488,77,39,1,1,20,75,0,8,10,50,37,414,1,0
807,742,87,64,3,2,40,76,0,11,6,43,35,521,4,0
718,669,73,97,5,4,55,126,55,12,5,54,56,334,7,0
746,641,91,31,4,3,40,94,57,12,8,47,46,510,6,0
1389,1198,80,90,6,6,75,125,16,12,2,64,40,1145,7,0
1067,994,61,91,6,6,75,111,127,12,3,61,58,2278,10,0
818,704,75,292,10,12,115,61,251,15,5,89,54,685,10,0
729,629,85,283,7,7,65,78,297,9,8,108,35,4748,4,0
856,784,87,162,8,9,90,119,242,11,0,87,66,6639,10,0
1338,1276,76,385,7,7,105,206,251,10,3,82,62,1854,7,0
1232,1094,88,195,17,19,205,105,537,14,4,100,95,2469,5,0
646,567,72,80,8,8,100,67,231,14,0,67,90,1177,9,0
1048,906,57,64,11,8,125,109,0,14,3,77,86,916,2,0
817,705,76,82,8,9,110,81,24,13,0,71,64,478,6,0
1656,1421,68,168,15,13,155,149,398,16,0,86,119,453,6,0
995,758,74,249,20,19,155,110,265,19,0,85,128,744,7,0
1119,960,62,260,16,15,180,93,248,19,3,114,99,715,6,0
970,688,70,89,19,17,155,127,200,19,2,114,98,423,8,0
667,594,54,67,7,7,60,120,66,10,6,58,40,255,11,0
964,754,76,20,10,8,60,50,18,15,4,50,51,135,10,0
895,717,82,94,7,6,75,67,39,12,6,80,37,648,10,0
949,782,73,105,7,6,60,62,89,13,5,60,45,211,8,0
1177,991,83,90,10,10,90,92,14,13,1,60,49,493,10,0
1120,890,76,98,7,8,70,28,127,16,2,60,67,384,7,0
475,288,89,105,6,6,60,62,144,16,0,84,81,190,1,0
979,777,85,87,5,5,50,60,34,10,2,70,56,133,7,0
750,541,85,35,7,6,65,116,0,11,4,81,41,187,3,0
653,427,82,21,4,3,20,67,87,9,0,47,37,138,3,0
1054,648,91,4,4,4,35,51,0,13,2,63,36,247,2,0
504,313,84,27,9,5,85,65,0,13,0,77,40,199,0,0
895,546,69,98,15,13,100,114,382,16,0,89,115,235,4,0
513,301,92,71,2,3,40,79,137,11,0,62,60,312,3,0
691,486,73,197,20,19,175,132,109,19,5,209,189,579,1,0
626,487,72,62,17,11,120,96,0,13,7,67,119,687,3,0
1054,706,65,136,35,25,215,221,456,21,7,150,201,617,2,0
827,518,77,55,20,17,185,557,97,20,0,126,170,1730,1,0
511,318,66,157,33,21,185,157,200,19,6,136,173,333,0,0
620,393,61,359,9,8,50,169,637,17,3,157,214,758,0,0
914,590,62,322,40,31,265,206,490,21,7,164,220,471,1,0
1005,620,61,600,30,32,205,237,818,26,3,157,184,378,5,0
763,481,66,70,24,21,215,190,143,18,4,135,231,275,2,0
437,277,63,175,73,53,520,232,104,20,6,140,181,778,1,0
695,419,65,206,34,22,180,136,82,22,0,127,200,374,2,0
1113,615,58,362,34,36,210,174,616,30,8,152,211,746,1,0
629,416,58,108,41,31,205,159,356,27,2,122,177,398,3,0
569,369,68,260,21,23,150,101,234,18,4,119,142,510,4,0
760,457,60,100,21,18,140,116,241,23,16,120,156,408,3,0
533,309,71,57,24,18,155,81,60,24,6,94,154,244,1,0
419,291,78,60,11,7,85,34,61,16,8,68,91,358,1,0
517,343,65,81,8,6,80,59,0,15,15,95,101,406,4,0
1034,671,70,61,11,6,80,86,53,15,7,94,121,174,2,0
540,350,66,137,12,12,120,141,107,14,6,114,127,630,4,0
828,581,85,34,3,3,45,56,66,13,0,65,54,169,1,0
1044,550,88,83,7,7,95,74,37,16,5,89,51,144,2,0
745,526,83,53,2,4,45,59,40,12,5,55,45,94,1,0
1043,594,91,49,5,4,60,108,32,15,0,83,51,153,1,0
762,479,89,133,6,7,65,77,41,14,4,89,53,354,3,0
595,382,89,31,0,1,25,89,0,9,0,60,16,135,1,0
1116,658,92,27,5,5,55,141,56,15,3,70,40,152,4,0
568,352,70,99,18,14,115,100,99,15,0,99,95,282,3,0
728,456,92,34,3,2,40,102,0,12,0,64,27,412,3,0
803,597,82,108,13,9,85,73,50,15,6,74,61,199,9,0
423,245,79,66,14,11,115,105,0,22,8,94,95,639,3,0
610,401,68,102,18,17,135,109,206,15,3,97,87,246,6,0
773,579,76,74,8,9,75,92,27,20,5,78,86,427,10,0
601,352,85,57,7,8,75,64,50,16,7,73,53,266,1,0
1009,601,91,34,2,3,45,67,34,11,13,66,45,357,0,0
749,432,85,39,7,6,60,92,47,12,4,80,73,347,1,0
831,471,90,23,2,3,45,49,44,13,4,72,44,205,1,0
828,433,92,6,3,2,40,97,0,11,0,54,56,314,0,0
567,349,75,8,8,7,65,48,0,17,11,68,57,300,1,0
545,313,81,42,3,3,30,46,0,11,7,71,74,184,3,0
935,538,94,40,3,3,50,74,37,12,0,59,63,193,1,0
503,271,95,67,10,8,80,73,127,19,0,115,79,756,3,0
900,562,62,196,17,10,90,95,132,15,0,124,110,700,4,0
1085,711,79,205,13,9,90,87,324,18,0,97,94,203,1,0
475,303,80,10,5,5,45,110,0,12,0,56,56,316,3,0
1037,724,65,221,22,18,140,96,331,19,6,117,133,589,5,0
495,291,87,28,4,4,55,71,0,14,0,62,48,263,0,0
661,355,88,43,4,2,35,43,0,11,0,72,45,166,1,0
956,566,76,57,5,4,45,66,0,14,0,66,69,293,0,0
706,401,85,19,3,5,55,59,175,14,0,65,58,128,1,0
617,345,80,40,19,15,125,105,221,19,5,102,104,551,1,0
760,510,61,167,33,28,190,125,348,28,4,140,172,606,2,0
566,371,76,251,24,20,175,123,185,18,6,110,154,336,1,0
667,464,75,170,11,11,85,166,178,15,3,89,128,330,2,0
970,708,71,227,18,15,135,123,276,16,3,108,133,578,5,0
672,487,72,167,22,21,145,85,397,22,9,123,155,551,2,0
610,399,66,542,41,36,265,476,564,29,5,189,188,1164,1,0
842,533,72,226,26,22,180,131,601,24,2,153,152,808,0,0
591,364,65,220,28,26,195,153,283,24,7,143,166,474,1,0
968,654,70,259,33,32,245,170,702,26,8,144,180,672,2,0
784,560,80,259,7,8,100,137,26,14,16,97,126,281,0,0
595,377,88,172,5,5,55,87,50,15,5,98,98,504,5,0
922,638,87,176,4,3,50,67,25,11,2,71,44,54,3,0
695,468,86,62,8,7,65,102,76,15,0,78,61,504,1,0
871,610,89,232,6,9,60,95,136,14,0,108,50,241,4,0
1010,603,88,84,8,8,75,102,0,16,3,72,71,238,2,0
551,377,86,48,12,10,80,54,0,16,0,81,62,182,3,0
628,454,75,132,8,11,95,273,109,18,0,98,92,956,4,0
911,742,84,40,12,9,110,40,0,11,5,60,16,373,1,0
902,716,76,32,9,6,60,9,19,8,2,49,31,211,2,0
888,646,80,71,9,8,70,92,194,9,3,82,59,304,1,0
784,529,91,69,7,5,50,85,154,15,0,94,49,319,4,0
1051,781,70,134,12,13,115,147,224,17,6,109,70,314,7,0
914,711,76,81,18,20,170,199,293,23,5,107,85,854,5,0
483,362,86,111,11,12,90,76,258,14,7,73,43,829,5,0
855,645,74,248,23,23,170,171,293,23,9,122,98,725,10,0
1092,849,63,268,25,27,205,147,421,23,5,149,146,605,8,0
1240,1054,74,115,10,10,90,104,80,15,1,81,46,226,5,0
742,626,69,12,3,4,55,51,0,10,2,47,39,148,1,0
566,497,76,143,10,10,95,79,108,11,3,69,51,371,3,0
1077,886,76,342,12,11,85,160,215,17,2,114,67,529,4,0
757,594,77,123,14,12,105,135,316,17,6,92,58,278,3,0
477,395,88,31,9,8,80,48,34,9,7,37,38,461,7,0
436,368,67,54,5,6,30,166,114,17,0,66,54,229,4,0
841,586,71,162,27,23,200,159,266,22,7,129,133,916,4,0
1018,857,69,231,10,11,95,90,372,17,7,98,53,816,10,0
366,232,66,349,37,49,285,244,872,25,0,140,207,957,7,0
790,661,73,66,8,6,80,162,21,11,2,80,49,608,7,0
647,400,70,210,26,18,170,118,488,22,0,126,96,804,5,0
675,549,79,184,19,18,165,178,208,20,0,100,110,2223,6,0
901,732,71,45,12,6,60,63,220,11,2,68,80,833,4,0
758,584,81,81,15,13,100,165,146,18,0,111,72,950,6,0
463,345,72,209,18,18,155,97,379,15,7,117,105,1577,9,0
867,574,79,124,17,12,150,133,466,20,0,137,92,265,3,0
1103,936,80,73,7,7,80,117,118,13,3,70,51,145,10,0
1141,886,80,451,11,10,85,155,254,15,8,118,118,500,10,0
974,792,88,129,10,8,95,120,53,13,4,90,65,318,10,0
797,639,87,63,12,11,100,111,108,13,1,70,96,351,9,0
746,598,67,97,9,6,80,206,23,9,3,81,110,376,0,0
1071,941,72,84,7,7,65,69,69,11,1,60,41,112,11,0
923,787,60,65,8,8,80,100,50,12,5,77,84,423,10,0
1015,878,75,221,12,10,120,159,116,13,5,112,80,187,10,0
952,781,68,443,14,14,130,131,184,14,2,128,87,441,9,0
643,452,83,183,14,12,120,240,184,23,4,90,81,607,11,0
623,533,78,234,5,5,60,69,54,10,2,78,36,369,10,0
1010,868,83,54,6,6,70,90,75,11,7,51,48,337,6,0
770,654,80,97,10,9,90,138,64,15,2,76,57,182,10,0
705,560,77,114,11,11,95,87,159,16,6,89,61,312,6,0
607,448,52,23,3,5,35,22,134,9,0,50,25,659,5,0
726,601,81,13,3,2,20,100,0,9,5,36,18,110,4,0
897,776,94,16,2,3,35,48,20,8,3,60,45,390,5,0
459,390,84,40,4,3,30,87,0,13,3,55,28,174,7,0
997,768,82,155,15,16,120,88,362,16,3,110,101,301,5,0
899,700,79,104,9,9,65,62,273,13,0,71,59,434,5,0
911,762,71,137,13,12,95,92,71,14,13,74,75,406,7,0
581,448,76,232,8,10,90,72,182,14,0,88,78,396,5,0
818,660,83,138,13,13,120,147,112,15,2,106,85,550,5,0
832,644,79,70,4,5,45,82,0,12,7,67,35,325,2,0
737,526,90,50,5,5,60,230,0,18,4,79,23,462,5,0
1135,839,80,267,18,18,150,111,196,17,0,115,93,661,5,0
716,477,89,42,6,3,30,106,38,12,2,61,29,210,2,0
721,459,93,0,4,4,40,33,42,11,0,55,28,222,2,0
671,407,87,14,4,3,45,85,0,14,8,64,32,447,0,0
959,631,88,34,4,2,35,90,27,13,3,60,29,240,3,0
621,400,95,15,3,2,45,85,210,14,0,66,30,306,3,0
731,532,95,193,8,11,70,116,94,17,0,86,46,397,6,0
725,392,100,27,2,2,35,91,0,12,0,54,6,400,2,0
875,549,92,23,4,4,35,77,0,12,4,68,33,274,3,0
737,432,90,57,5,4,50,80,131,13,4,58,58,326,2,0
817,488,90,46,2,5,55,53,37,10,0,66,27,392,2,0
757,416,92,18,3,4,35,56,0,13,0,53,18,423,0,0
806,462,88,89,2,3,35,94,254,12,5,81,44,335,1,0
1065,671,93,138,4,3,50,85,71,12,0,77,15,66,3,0
1156,735,95,37,2,3,40,103,25,15,4,60,26,208,2,0
827,525,89,22,6,6,55,70,36,14,8,66,61,266,2,0
682,541,75,263,12,14,130,132,328,18,4,107,76,205,4,0
1055,891,87,94,7,7,65,84,72,11,1,62,44,123,10,0
1114,901,74,108,4,5,45,66,17,13,7,54,34,242,7,0
1150,912,84,71,4,6,60,61,51,9,5,60,27,191,6,0
1161,871,87,52,2,2,35,73,0,11,6,64,32,138,4,0
632,493,89,40,1,2,15,52,0,10,0,65,40,253,4,0
982,806,84,61,4,2,35,31,66,8,0,62,40,71,1,0
965,814,89,91,6,6,65,48,85,12,2,64,36,352,5,0
737,616,72,58,5,4,60,65,0,9,13,67,22,122,1,0
826,703,86,68,2,1,20,47,0,8,2,65,14,690,1,0
699,555,87,94,6,6,70,102,83,11,3,63,24,258,2,0
624,525,79,32,2,2,25,27,0,6,0,37,13,240,2,0
663,533,81,42,4,6,45,51,85,14,0,49,23,332,3,0
694,533,94,63,1,2,30,42,0,8,0,42,11,620,5,0
698,495,90,32,1,2,25,50,0,9,0,43,14,143,3,0
1006,737,87,173,11,10,80,75,384,13,5,83,34,169,4,0
972,652,86,80,2,3,30,42,79,9,0,53,11,185,1,0
601,487,90,112,2,2,25,64,32,12,0,49,6,200,8,0
932,768,78,15,1,1,10,62,0,7,5,41,5,97,4,0
1120,921,87,45,2,3,30,65,17,10,3,52,13,80,5,0
581,470,84,25,4,3,35,148,0,13,0,39,21,138,9,0
765,589,92,38,3,3,30,30,0,12,2,62,22,92,4,0
580,418,88,0,3,2,20,62,36,12,3,43,9,172,4,0
1124,822,84,38,6,3,55,72,0,14,0,80,21,134,6,0
905,718,86,90,7,5,55,100,0,13,6,78,26,276,5,0
776,530,94,11,1,1,10,40,0,11,0,48,11,271,2,0
960,792,87,68,4,4,45,42,37,12,2,64,18,63,7,0
701,508,95,50,3,3,40,122,0,12,3,86,24,171,4,0
1349,921,93,32,2,2,35,59,0,6,2,61,10,111,2,0
970,694,90,27,3,2,35,58,0,9,0,59,24,41,5,0
834,647,94,34,1,2,20,83,0,10,0,53,15,96,4,0
852,556,95,28,1,1,15,35,0,8,0,40,10,141,4,0
894,782,88,23,4,5,40,52,42,9,13,55,13,2026,6,0
1107,814,95,43,4,4,45,60,20,11,0,57,18,136,3,0
857,602,88,39,2,2,30,88,0,11,0,50,16,175,5,0
1125,902,83,54,2,2,15,76,0,8,2,57,9,187,1,0
872,687,82,27,5,4,40,33,0,10,2,47,32,344,1,0
691,477,92,63,1,2,15,43,0,9,6,61,9,362,2,0
915,654,82,43,6,3,55,87,0,12,7,74,29,164,1,0
819,608,75,29,6,5,55,94,42,12,5,73,33,134,6,0
604,351,92,54,3,3,50,69,58,14,0,70,26,712,1,0
521,339,95,94,3,2,35,73,0,11,0,62,21,269,1,0
919,552,86,149,9,9,75,69,34,17,6,107,100,98,1,0
845,553,87,51,9,5,65,80,32,13,3,65,62,284,2,0
611,395,93,15,5,6,60,112,47,14,0,68,25,360,0,0
641,341,82,8,3,3,45,110,0,14,0,61,13,125,2,0
1050,662,97,14,1,1,20,75,0,9,3,56,12,276,1,0
1009,528,83,5,1,1,35,135,0,15,0,51,19,446,0,0
736,371,90,52,1,2,30,54,56,11,0,62,14,299,1,0
910,560,98,11,1,2,25,77,37,9,0,66,11,319,0,0
910,603,93,26,1,2,20,68,0,11,3,64,19,121,1,0
773,471,92,64,3,3,40,65,41,10,0,69,16,194,2,0
641,466,87,98,2,3,40,46,0,10,0,58,8,NA,0,0
747,542,82,69,2,1,20,58,0,10,0,59,41,228,1,0
703,408,90,26,2,4,45,86,0,13,0,62,35,384,1,0
747,420,94,6,2,1,30,71,0,14,4,56,24,348,1,0
1004,573,85,56,6,4,55,73,60,14,0,78,28,249,1,0
956,542,96,133,2,2,35,68,0,9,0,61,17,335,1,0
889,496,99,58,1,1,15,62,40,9,0,60,14,214,0,0
854,429,99,13,2,2,40,144,0,13,0,60,19,340,1,0
675,399,99,0,1,1,25,26,0,6,0,44,24,119,0,0
741,415,97,78,1,2,35,74,48,8,0,64,25,162,1,0
871,487,98,5,1,3,30,48,0,10,11,53,26,689,1,0
866,559,70,124,26,19,135,123,296,20,7,121,148,647,1,0
932,594,75,105,14,12,115,108,213,17,2,102,119,666,3,0
888,579,82,96,16,15,135,104,556,16,3,116,137,439,2,0
1034,667,72,78,18,15,125,109,25,18,0,98,137,600,5,0
957,558,80,62,17,14,115,128,371,20,6,102,118,669,2,0
996,678,68,90,20,16,140,129,49,15,3,110,131,904,3,0
1079,693,73,256,25,21,160,163,350,18,5,133,187,1131,8,0
814,553,58,245,22,23,135,151,401,18,5,122,146,2102,3,0
857,518,70,245,31,24,215,126,237,20,9,154,209,922,1,0
